Id,Address,City,State,Zip,Google_lat,Google_long,Here_lat,Here_long,Tamu_lat,Tamu_long,Maplarge_lat,Maplarge_long,Uscensus_long,Uscensus_lat,Geonames_lat,Geonames_long
291,"15040 E Kensington Park Dr, Ste 200",Tustin,CA,92782,33.7127294,-117.8173492,33.7141369,-117.8163456,33.73969183,-117.7847039,33.713,-117.8172,,,30.14004,-95.41194
292,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
293,4947 La Palma Ave,La Palma,CA,90623,33.8472114,-118.0473999,33.8464749,-118.0469221,33.84637745,-118.0462083,33.8465,-118.0462196,33.846294,-118.04628,33.84629,-118.04665
294,"501 N State College Blvd, Ste C",Fullerton,CA,92831,33.8746456,-117.8902046,33.87478,-117.8902,33.874786,-117.8902403,33.8744,-117.8896,,,33.87595,-117.88967
295,"428 Katella Ave, Ste B",Orange,CA,92687,33.8085859,-117.8566713,33.8089651,-117.8497939,33.8086677,-117.8566758,33.8089,-117.8495435,,,,
296,9401 Westminster Ave,Garden Grove,CA,92844,33.7626677,-117.9645357,33.76259,-117.96445,33.7614099,-117.9646892,33.76257324,-117.9634323,33.759644,-117.96557,33.75965,-117.96477
297,9355 Bolsa Ave,Westminster,CA,92683,33.7461903,-117.9656749,33.74626,-117.96559,33.746249,-117.9655746,33.74625015,-117.9655762,33.744797,-117.96679,33.74479,-117.96684
298,3333 Harbor Blvd,Costa Mesa,CA,92626,33.6947146,-117.9207028,33.69448,-117.92089,33.6944276,-117.9209896,33.693,-117.9198,33.69439,-117.91958,33.69466,-117.91957
299,"26612 Towne Centre Dr, Ste A",Lake Forest,CA,92610,33.6759465,-117.6679603,33.67602,-117.66784,33.6760155,-117.6678352,33.67601395,-117.6678314,33.682335,-117.674385,33.68231,-117.67445
300,23364 El Toro Rd,Lake Forest,CA,92630,33.6227881,-117.6956409,33.6233384,-117.6966969,33.62342635,-117.696714,33.62339099,-117.6966262,33.623516,-117.69675,33.62364,-117.69662
301,27100 Alicia Pkwy,Laguna Niguel,CA,92677,33.5692537,-117.7142909,33.5694311,-117.7145116,33.56726693,-117.7149743,33.56728744,-117.7150781,33.567284,-117.71506,33.56729,-117.71507
302,8595 W Katella Ave,Stanton,CA,90680,33.8034501,-117.982696,33.80343,-117.98267,33.8034454,-117.9826846,33.8032,-117.9830612,33.803,-117.98314,33.80299,-117.98373
303,"18541 Beach Blvd, Ste 102",Huntington Beach,CA,92648,33.6931002,-117.9892125,33.69316,-117.98926,33.69341241,-117.9888313,33.69341575,-117.9889071,33.69326,-117.98875,33.69242,-117.98873
304,2803 Main St,Irvine,CA,92614,33.6845151,-117.8486083,33.6803527,-117.8381687,33.68062622,-117.8391303,33.68076748,-117.83909,33.68056,-117.839195,33.68021,-117.83841
305,"2800 N Main St, Ste 1038",Santa Ana,CA,92705,33.7743529,-117.8687807,33.77605,-117.87009,33.7761893,-117.8691426,33.7761879,-117.8691406,,,33.77447,-117.86733
306,"428 W Katella Ave, Ste A",Orange,CA,92867,33.8085859,-117.8566713,33.8089151,-117.8563964,33.8086677,-117.8566758,33.80866623,-117.8566742,,,33.80902,-117.86194
307,"5445 Oceanus Dr, Ste 115",Huntington Beach,CA,92649,33.7431861,-118.0340696,33.74319,-118.03448,33.7430645,-118.0339112,33.74306488,-118.0339127,33.742676,-118.03412,33.74264,-118.03643
308,"27472 Portola Pkwy, Ste 202",Foothill Ranch,CA,92610,33.670756,-117.6522392,33.67065,-117.65227,33.66817604,-117.6511686,33.66802626,-117.6513,33.668037,-117.651115,,
309,1085 Laguna Canyon Rd,Laguna Beach,CA,92651,33.5511312,-117.7774212,33.55091,-117.77733,33.5509146,-117.7773342,33.55091476,-117.7773361,,,33.55198,-117.77773
310,13202 Brookhurst St,Garden Grove,CA,92843,33.77109,-117.954744,33.77107,-117.95462,33.7710799,-117.9546256,33.77108002,-117.954628,,,33.77088,-117.95501
311,213 N Harbor Blvd,Fullerton,CA,92832,33.8719428,-117.9244917,33.8718541,-117.9245471,33.87150663,-117.9243314,33.87152245,-117.9244,,,33.87188,-117.92425
312,8414 E Chapman Ave,Orange,CA,92869,33.7921206,-117.76385,33.7928847,-117.7642866,33.7922632,-117.7641149,33.79226303,-117.7641144,33.790108,-117.78812,33.79061,-117.78769
313,"26696 Portola Pkwy, Ste B",Lake Forest,CA,92610,33.6811853,-117.6658062,33.68108,-117.66568,33.6811115,-117.6657298,33.68034509,-117.6649961,33.680595,-117.66488,33.68121,-117.66528
314,400 N Brea Blvd,Brea,CA,92821,33.9257942,-117.8951027,33.92591,-117.89451,33.9259138,-117.894518,33.9248,-117.8959,,,33.92489,-117.89583
315,789 Wildcat Way,Brea,CA,92821,33.9328298,-117.8754915,33.9311909,-117.8739161,33.9309003,-117.8764591,33.9315968,-117.8728204,33.93163,-117.87309,33.93155,-117.87318
316,453 S Associated Rd,Brea,CA,92821,33.9127701,-117.8818455,33.9124197,-117.8800092,33.91239809,-117.8799306,33.91243277,-117.8800072,33.912407,-117.87983,33.91302,-117.87921
317,"665 N Tustin St, Ste J",Orange,CA,92867,33.7985113,-117.8351773,33.79826,-117.83504,33.79842849,-117.8355566,33.79823303,-117.8350296,33.79841,-117.83564,33.79816,-117.83565
318,"15101 Alton Pkwy, Bldg 1",Irvine,CA,92618,33.6490998,-117.7288089,33.6476577,-117.7298027,33.649303,-117.7291709,33.64930344,-117.7291718,,,,
319,"15101 Alton Pkwy, Bldg 1",Irvine,CA,92618,33.6490998,-117.7288089,33.6476577,-117.7298027,33.649303,-117.7291709,33.64930344,-117.7291718,,,,
320,"15101 Alton Pkwy, Bldg 1",Irvine,CA,92618,33.6490998,-117.7288089,33.6476577,-117.7298027,33.649303,-117.7291709,33.64930344,-117.7291718,,,,
321,278 Broadway St,Laguna Beach,CA,92651,33.5440415,-117.7844339,33.5441537,-117.7841936,33.54402364,-117.7842467,33.54410312,-117.7842797,33.543888,-117.78426,33.54347,-117.78466
322,118 S El Camino Real,San Clemente,CA,92677,33.4269694,-117.6124275,33.4270601,-117.6123673,33.42743734,-117.6126807,33.4183,-117.6047,,,33.4273,-117.61243
323,949 S Euclid St,Anaheim,CA,92802,33.8183912,-117.9424814,33.818754,-117.9416649,33.8183902,-117.9424934,33.81838989,-117.9424896,33.819798,-117.94143,33.81977,-117.94142
324,316 S Main St,Orange,CA,92868,33.7836945,-117.8679914,33.783444,-117.8674349,33.7835506,-117.8680294,33.78355026,-117.8680267,,,33.78282,-117.86729
325,15346 Alton Pkwy,Irvine,CA,92618,33.6543715,-117.738555,33.65434,-117.73885,33.6534583,-117.7370733,33.65335738,-117.7368981,33.653328,-117.73688,,
326,"4678 Campus Dr, Ste B",Newport Beach,CA,92660,33.6713107,-117.8647051,33.6713,-117.86454,33.6713031,-117.8645436,33.6713028,-117.8645401,33.67094,-117.866356,33.66947,-117.86787
327,"22361 Antonio Pkwy, Ste E110",Rancho Santa Margarita,CA,92688,33.6381563,-117.5905798,33.63823,-117.59057,33.63726715,-117.5900703,33.63721706,-117.5900098,,,33.63531,-117.59132
328,222 Forest Ave,Laguna Beach,CA,92651,33.5425551,-117.7833198,33.5422809,-117.7833637,33.54259641,-117.7830927,33.54268314,-117.7831849,33.5426,-117.78299,33.54263,-117.78296
329,510 N Tustin St,Orange,CA,92867,33.7953602,-117.8360201,33.7952522,-117.8358149,33.7954239,-117.8360532,33.79542542,-117.8360519,33.79542,-117.83568,33.79579,-117.83567
330,"12879 Harbor Blvd, Ste N3",Garden Grove,CA,92840,33.7762577,-117.9171652,33.77629,-117.91717,33.7762746,-117.9171678,33.77587831,-117.9177169,33.775627,-117.91785,33.77626,-117.91671
331,"180 5th St, Ste 120",Huntington Beach,CA,92648,33.6582515,-118.0018656,33.65827,-118.00201,33.65841304,-118.0019732,33.65830097,-118.0019162,33.658432,-118.002075,33.65821,-118.00232
332,1104 N Harbor Blvd,Santa Ana,CA,92703,33.7545273,-117.9205706,33.7545123,-117.9204149,33.75436366,-117.9203987,33.75433636,-117.9205,33.7545,-117.92032,33.75523,-117.92032
333,240 S Brea Blvd,Brea,CA,92821,33.9172035,-117.8995803,33.91733,-117.89939,33.91739005,-117.8996589,33.91732294,-117.8995423,,,33.9173,-117.89981
334,"1500 E Village Way, Ste 2295",Orange,CA,92865,33.8255553,-117.838103,33.82593,-117.83642,33.8259973,-117.8384571,33.82503891,-117.8379364,,,30.16169,-81.72812
335,7491 Center Ave,Huntington Beach,CA,92647,33.7343592,-117.9983753,33.7340949,-117.9975614,33.73390364,-117.9989596,33.73402345,-117.9990026,33.73381,-117.99899,33.73381,-117.99925
336,"23642 Rockfield Blvd, Ste 502",Lake Forest,CA,92630,33.6290407,-117.7179565,33.6293596,-117.7172118,33.64468051,-117.6851781,33.63000604,-117.7175448,,,33.63001,-117.71759
337,1201 S Anaheim Blvd,Anaheim,CA,92805,33.8177353,-117.9083085,33.8176,-117.90848,33.8177169,-117.9083062,33.81771851,-117.9083099,33.8179,-117.908035,33.81697,-117.90766
338,2210 E Lincoln Ave,Anaheim,CA,92806,33.839035,-117.8857642,33.8390249,-117.8842982,33.8390943,-117.8857734,33.83909607,-117.8857727,33.839478,-117.88623,33.83937,-117.88552
339,8295 E Santa Ana Canyon Rd,Anaheim,CA,92808,33.8677209,-117.7440949,33.86765,-117.74421,33.8677392,-117.744079,33.86774063,-117.7440796,33.85198,-117.78706,33.8685,-117.74957
340,1329 S Harbor Blvd,Fullerton,CA,92832,33.8581649,-117.92474,33.8588697,-117.9245149,33.85743241,-117.9243797,33.85743131,-117.9245,33.857487,-117.92429,33.85789,-117.92429
341,2751 W Orangethorpe Ave,Fullerton,CA,92833,33.8594445,-117.975993,33.85946,-117.9759,33.8594621,-117.9759011,33.85946274,-117.9758987,33.859123,-117.975136,33.85911,-117.97646
342,12401 Valley View St,Garden Grove,CA,92845,33.7823311,-118.0296099,33.78241,-118.02965,33.7824403,-118.0296316,33.78244019,-118.0296326,33.782284,-118.02925,33.78336,-118.02884
343,16331 Beach Blvd,Huntington Beach,CA,92647,33.7249562,-117.9899249,33.72496,-117.98977,33.7249562,-117.989773,33.7256875,-117.9891,33.725742,-117.98912,,
344,8695 Irvine Center Dr,Irvine,CA,92618,33.6435793,-117.7437284,33.642613,-117.7434631,33.6435946,-117.743718,33.64359283,-117.743721,33.660645,-117.751495,33.66261,-117.75437
345,5545 Orangethorpe,La Palma,CA,90623,33.8591843,-118.0367911,33.85913,-118.0366,33.8591276,-118.0366036,33.8586,-118.035652,33.85876,-118.036545,33.85876,-118.03646
346,"27702 Crown Valley Pkwy, Ste G",Ladera Ranch,CA,92694,33.5633529,-117.6471012,33.5647947,-117.6443526,33.54723583,-117.6237609,33.5654,-117.629,,,,
347,2122 SE Bristol St,Newport Beach,CA,92660,33.6602604,-117.8736784,33.66027,-117.87378,33.6602837,-117.8737997,33.66162765,-117.8751797,33.661736,-117.87504,33.6617,-117.87497
348,2620 W Chapman Ave,Orange,CA,92868,33.7874258,-117.8807285,33.7874,-117.8808,33.7873994,-117.8807384,33.78739929,-117.8807373,33.78789,-117.8814,33.78789,-117.88157
349,701 N Main St,Santa Ana,CA,92701,33.7508462,-117.8673376,33.7508399,-117.86705,33.7508326,-117.8670723,33.7508316,-117.8670731,,,33.75104,-117.8676
350,601 E Dyer Rd,Santa Ana,CA,92705,33.7090549,-117.859211,33.70904,-117.85916,33.7090324,-117.8591211,33.70903397,-117.8591232,33.708614,-117.859344,33.70861,-117.85967
351,13221 Jamboree Rd,Tustin,CA,92782,33.7294842,-117.7885973,33.72927,-117.78872,33.7292893,-117.7887212,33.72929001,-117.7887192,33.732536,-117.78491,33.72948,-117.78799
352,1626 W Katella Ave,Anaheim,CA,92802,33.8028084,-117.9383784,33.8029851,-117.93795,33.8028039,-117.9383719,33.80280304,-117.9383698,33.803158,-117.9405,33.80316,-117.94057
353,1188 Yorba Linda Blvd,Placentia,CA,92870,33.8878757,-117.842171,33.888,-117.84214,33.88817667,-117.8420873,33.8886,-117.8456,33.88826,-117.84225,33.88826,-117.84312
354,2850 S Bristol St,Santa Ana,CA,92704,33.7081601,-117.8858786,33.70808,-117.8858,33.7081226,-117.8858354,33.70812225,-117.8858337,33.70913,-117.88546,33.70868,-117.88546
355,1766 E McFadden Ave,Santa Ana,CA,92705,33.7334649,-117.8431166,33.73351,-117.84313,33.7334926,-117.8431135,33.7334938,-117.8431168,33.733765,-117.84276,33.73447,-117.89163
356,"2222 Michelson Dr, Ste 214",Irvine,CA,92612,33.6760054,-117.855365,33.67634,-117.85524,33.67676082,-117.8574816,33.67638016,-117.8547745,33.676846,-117.85748,33.6769,-117.85701
357,129 W Chapman Ave,Orange,CA,92866,33.7879641,-117.8539217,33.7880149,-117.8540253,33.7880468,-117.8538409,33.78804779,-117.8538437,,,33.78788,-117.85384
358,"3701 S Harbor Blvd, Ste E",Santa Ana,CA,92704,33.6973327,-117.9190372,33.69666,-117.91894,33.6966595,-117.9189431,33.7347,-117.9190092,,,,
359,13602 Browning Ave,Tustin,CA,92780,33.7334249,-117.8042116,33.7332886,-117.8041339,33.73344381,-117.8040918,33.7235,-117.8142,33.73354,-117.804115,33.73374,-117.80392
360,150 Olinda Pl,Brea,CA,92823,33.9273386,-117.8035741,33.9272029,-117.8043612,33.92691661,-117.8045479,33.92696042,-117.8044288,33.927826,-117.80406,33.92689,-117.80462
361,"19000 MacArthur Blvd, Ste 175",Irvine,CA,92612,33.672301,-117.8624617,33.67221,-117.86252,33.67336682,-117.8630157,33.67224503,-117.8624878,33.673393,-117.8631,33.67341,-117.86308
362,10947 Westminster Ave,Garden Grove,CA,92843,33.7604345,-117.9383093,33.7598213,-117.9383684,33.75967784,-117.9384319,33.7596,-117.9385551,33.759636,-117.938545,,
363,"4100 Newport Place Dr, Ste 160",Newport Beach,CA,92660,33.6632084,-117.8653918,33.66324,-117.86523,33.6632411,-117.8652343,33.66324234,-117.8652344,33.66227,-117.865486,33.66238,-117.86459
364,"8 Argonaut, Ste 180",Aliso Viejo,CA,92656,33.5932715,-117.7257457,33.59246,-117.72526,33.593116,-117.725076,33.59311676,-117.7250748,33.593838,-117.725685,33.59327,-117.72433
365,"2680 Walnut Ave, Ste D",Tustin,CA,92780,33.7151003,-117.8076501,33.7153654,-117.8072156,33.7162357,-117.8078617,33.71628342,-117.8077882,33.71625,-117.80776,33.7161,-117.80745
366,"14331 Euclid St, Ste 107",Garden Grove,CA,92843,33.7543314,-117.9380804,33.75426,-117.93815,33.7542591,-117.9381855,33.7542572,-117.9381866,,,35.50077,-96.60061
367,"1301 Dove St, Ste 150",Newport Beach,CA,92660,33.662061,-117.866628,33.66204,-117.86698,33.6620773,-117.8670543,33.66207886,-117.8670578,33.6629,-117.86577,33.66315,-117.8658
368,10094 Westminster Ave,Garden Grove,CA,92843,33.759253,-117.9525098,33.7593551,-117.9531053,33.75945647,-117.9532681,33.76,-117.8967,,,33.75223,-117.95421
369,7771 Westminster Blvd,Westminster,CA,92683,33.7595443,-117.9934725,33.75961,-117.99345,33.7596178,-117.9934432,33.7594,-117.9937,33.759224,-117.99359,,
370,"23422 Peralta Dr, Ste E",Laguna Hills,CA,92653,33.6232741,-117.7245019,33.62151,-117.72407,33.6258216,-117.725096,33.62579424,-117.7251,33.625866,-117.725105,33.626,-117.7251
371,840 E Whittier Blvd,La Habra,CA,90631,33.9387519,-117.9372114,33.93873,-117.93722,33.9387365,-117.9372558,34.0074,-118.098,,,33.93911,-117.95594
372,2633 W Woodland Dr,Anaheim,CA,92801,33.8492308,-117.9776909,33.8489681,-117.9775642,33.8493226,-117.9775749,33.84932327,-117.9775772,33.847736,-117.978546,33.84756,-117.9787
373,"2720 Nutwood Ave, Ste A",Fullerton,CA,92831,33.8778625,-117.8818272,33.8779251,-117.8822462,33.87812384,-117.88221,33.878,-117.8822143,33.878212,-117.88215,33.87822,-117.88182
374,"3851 Alton Pkwy, Ste B",Irvine,CA,92606,33.6832082,-117.8129205,33.6824875,-117.8143331,33.6831387,-117.8128593,33.6831398,-117.8128586,33.68183,-117.81306,33.68155,-117.8126
375,24312 Rockfield Blvd,Lake Forest,CA,92630,33.6160231,-117.7053134,33.6166744,-117.7046299,33.6154611,-117.7043544,33.6155,-117.702766,33.61556,-117.70298,33.61609,-117.70369
376,1140 Irvine Blvd,Tustin,CA,92780,33.7476696,-117.8092802,33.7478193,-117.8091854,33.74765308,-117.8086929,33.74770294,-117.8087044,33.747684,-117.80859,33.7475,-117.80832
377,5454 La Palma Ave,La Palma,CA,90603,33.8453372,-118.0380194,33.8461451,-118.038123,33.84627195,-118.0374494,33.8462,-118.0459,,,33.84636,-118.03782
378,5401 S Beach Blvd,Buena Park,CA,90621,33.8830287,-117.9973593,33.88299,-117.9974,33.8829918,-117.9973921,33.8214,-117.9933,33.88332,-117.99618,33.88351,-117.99605
379,12422 Valley View St,Garden Grove,CA,92845,33.7820466,-118.0289695,33.78196,-118.02894,33.7819572,-118.0289445,33.7823143,-118.0288849,33.782104,-118.02935,33.78336,-118.02884
380,18854 Brookhurst St,Fountain Valley,CA,92708,33.6887956,-117.9535258,33.68883,-117.9538851,33.68900734,-117.9539168,33.688975,-117.9538,33.689026,-117.954,33.68913,-117.95401
381,1224 E Warner Ave,Santa Ana,CA,92707,33.7155207,-117.8556631,33.7142,-117.85579,33.7141872,-117.8557488,33.71418762,-117.855751,,,33.71574,-117.85399
382,"41 Auto Center Dr, Ste 113",Foothill Ranch,CA,92610,33.6746288,-117.6632395,33.67503,-117.66316,33.69612275,-117.6759454,33.6742,-117.6606,,,34.03393,-117.75758
383,25513 Marguerite Pkwy,Mission Viejo,CA,92692,33.592719,-117.6603062,33.59299,-117.66044,33.5929941,-117.6604564,33.59119479,-117.6599429,,,,
384,"1770 S Harbor Blvd, Ste 140",Anaheim,CA,92802,33.8038795,-117.9145563,33.80384,-117.91478,33.8038917,-117.9145391,33.80415726,-117.9146576,33.804443,-117.91504,33.8051,-117.91505
385,1198 W Ball Rd,Anaheim,CA,92802,33.8175446,-117.9278751,33.81768,-117.92799,33.8175554,-117.9278563,33.81768417,-117.9279938,,,33.81804,-117.92753
386,"6041 Bolsa Ave, Ste 3",Huntington Beach,CA,92647,33.7449196,-118.0229548,33.74485,-118.02323,33.7448459,-118.0232411,33.74484634,-118.0232391,,,33.74439,-118.02341
387,1029 E Imperial Hwy,Placentia,CA,92870,33.9063023,-117.8446905,33.9059091,-117.8452769,33.88081175,-117.8551563,33.9111,-117.8637,,,,
388,3950 Campus Dr,Newport Beach,CA,92660,33.6650274,-117.871931,33.665218,-117.8718947,33.66511202,-117.8721012,33.66521095,-117.8721742,33.665318,-117.87202,33.66611,-117.87124
389,545 Newport Center Dr,Newport Beach,CA,92660,33.6172199,-117.8743509,33.6166674,-117.8726497,33.61634275,-117.8724055,33.61637527,-117.8725,33.61634,-117.87232,33.61625,-117.87234
390,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
391,75 Esencia Dr,Rancho Mission Viejo,CA,92694,33.5344411,-117.6024619,33.54117,-117.59924,33.54723583,-117.6237609,33.5471,-117.6238,,,26.04138,-97.54845
392,220 S Imperial Hwy,Anaheim,CA,92807,33.8480581,-117.7885124,33.848785,-117.7899351,33.8472313,-117.7874804,33.84708023,-117.7896271,33.850464,-117.79056,33.8481,-117.79016
393,32972 Calle Perfecto,San Juan Capistrano,CA,92675,33.4839485,-117.6719099,33.4837599,-117.67177,33.4837441,-117.6717786,33.48374557,-117.6717758,33.48333,-117.67284,33.48318,-117.67295
394,32032 Del Obispo Dr,San Juan Capistrano,CA,92675,33.4976813,-117.6706106,33.49787,-117.67132,33.49758417,-117.6740703,33.4976,-117.6742,,,33.49778,-117.67403
395,26301 Via Escolar,Mission Viejo,CA,92692,33.541722,-117.6698555,33.54111,-117.66949,33.5431827,-117.6699814,33.54318237,-117.6699829,33.542404,-117.67298,33.54153,-117.67154
396,1441 S Coast Hwy,Laguna Beach,CA,92651,33.5312001,-117.7748332,33.53114,-117.77492,33.53137094,-117.7745199,33.53146705,-117.774467,33.531418,-117.774445,33.5314,-117.77433
397,2119 S Harbor Blvd,Anaheim,CA,92802,33.7953702,-117.915403,33.79535,-117.91551,33.795372,-117.9154246,33.79537201,-117.9154282,33.79545,-117.91508,33.79517,-117.91506
398,275 S Harbor Blvd,Anaheim,State,92805,33.8321377,-117.9191791,33.83225,-117.91926,33.83035205,-117.9057451,33.8322337,-117.9190405,,,33.83228,-117.91888
399,1550 Adams Ave,Costa Mesa,CA,92626,33.6735425,-117.921765,33.67383,-117.92172,33.6738308,-117.9217211,33.67383194,-117.9217224,33.673317,-117.92194,33.67331,-117.92154
400,222 N Euclid St,Fullerton,CA,92832,33.8718796,-117.9417192,33.87182,-117.94161,33.8718341,-117.9416365,33.8718338,-117.9416351,,,33.87302,-117.94197
401,11051 Euclid St,Garden Grove,CA,92840,33.8023721,-117.9418793,33.800405,-117.9415949,33.8023745,-117.9418204,33.80237579,-117.9418182,33.80215,-117.94141,33.79745,-117.94132
402,10012 Westminster Ave,Garden Grove,CA,92843,33.759247,-117.9544182,33.75921,-117.95454,33.7592124,-117.9545359,33.75921249,-117.9545364,,,33.75223,-117.95421
403,6882 Warner Ave,Huntington Beach,CA,92647,33.7150515,-118.0088879,33.71505,-118.00894,33.7150409,-118.0089485,33.71504211,-118.0089493,,,33.71547,-118.00841
404,8271 Warner Ave,Huntington Beach,CA,92647,33.7161677,-117.984183,33.71619,-117.98418,33.71572644,-117.9853044,33.7156,-117.9853,33.71564,-117.98533,33.71563,-117.98549
405,55 Technology Dr,Irvine,CA,92618,33.6554977,-117.7396689,33.6567045,-117.7397085,33.6566437,-117.7401202,33.65128303,-117.737515,33.66148,-117.74367,33.66156,-117.74368
406,701 S Beach Blvd,La Habra,CA,90631,33.9241988,-117.9683289,33.9242599,-117.96844,33.92442517,-117.9680131,33.92456667,-117.9679,,,33.92452,-117.96792
407,24901 Alicia Pkwy,Laguna Hills,CA,92653,33.6003568,-117.6922269,33.6007381,-117.6918477,33.59965963,-117.692223,33.60094142,-117.6918414,33.600704,-117.69174,33.60018,-117.69192
408,23402 El Toro Rd,Lake Forest,CA,92630,33.6228437,-117.6972448,33.62245,-117.69691,33.6224458,-117.6969101,33.62244415,-117.696907,33.623047,-117.697296,33.62251,-117.69797
409,4880 Campus Dr,Newport Beach,CA,92660,33.6695687,-117.8598749,33.66962,-117.86012,33.6696235,-117.8601239,33.66962433,-117.8601227,33.66999,-117.85984,33.66669,-117.85509
410,450 S City Dr,Orange,CA,92868,33.7815142,-117.8893577,33.78167,-117.88947,33.78308221,-117.8960272,33.9159,-118.3767,,,33.78069,-117.88879
411,28722 Camino Capistrano,San Juan Capistrano,CA,92675,33.5462823,-117.6738649,33.54614,-117.67386,33.54616188,-117.6740859,33.5019,-117.6086,,,,
412,2511 S Bristol St,Santa Ana,CA,92704,33.7131906,-117.8850397,33.71316,-117.88486,33.7131521,-117.8848902,33.71315384,-117.8848877,33.713726,-117.885376,33.71435,-117.88537
413,3325 S Harbor Blvd,Santa Ana,CA,92704,33.7028219,-117.918996,33.70282,-117.91885,33.7028176,-117.9188763,33.69990187,-117.919406,,,33.70059,-117.91965
414,13902 Seal Beach Blvd,Seal Beach,CA,90740,33.7613247,-118.0781118,33.7612499,-118.07811,33.761252,-118.0781064,33.76244244,-118.0776,33.774124,-118.07514,33.77413,-118.07517
415,6751 Westminster Blvd,Westminster,CA,92683,33.7594346,-118.0094215,33.75949,-118.00927,33.7595297,-118.0092302,33.759,-118.0104299,33.75905,-118.0104,33.75904,-118.01011
416,23002 Aliso Creek Rd,Aliso Viejo,CA,92656,33.5934043,-117.7288613,33.59335,-117.72885,33.593349,-117.7288483,33.59334946,-117.7288513,33.590218,-117.725136,33.59004,-117.72451
417,1200 N Harbor Blvd,Anaheim,CA,92801,33.8512151,-117.9236644,33.8508,-117.92412,33.8511873,-117.9237137,33.85118866,-117.9237137,33.85093,-117.924286,33.85161,-117.92429
418,1189 S State College Blvd,Anaheim,CA,92806,33.8188631,-117.8894988,33.81884,-117.88967,33.8188797,-117.8896844,33.81887817,-117.8896866,,,33.82013,-117.88926
419,2820 E Lincoln Ave,Anaheim,CA,92806,33.8366589,-117.8709438,33.83657,-117.87077,33.836605,-117.8707855,33.83658218,-117.8708191,33.832058,-117.98617,33.8369,-117.87044
420,3110 E La Palma Ave,Anaheim,CA,92806,33.850818,-117.8565784,33.85084,-117.85658,33.85109788,-117.8570538,33.85091019,-117.8567429,33.851204,-117.856995,,
421,1091 N Tustin Ave,Anaheim,CA,92807,33.8551053,-117.8387899,33.85434,-117.83767,33.855067,-117.8388064,33.85506821,-117.8388062,33.853592,-117.83735,33.85273,-117.83752
422,1130 E Imperial Hwy,Brea,CA,92821,33.9118638,-117.8893348,33.9116007,-117.8878481,33.91159101,-117.8876802,33.91169285,-117.8875809,33.911644,-117.88758,33.91151,-117.8872
423,6947 Katella Ave,Cypress,CA,90630,33.804231,-118.012136,33.8030849,-118.0117485,33.80303682,-118.0120756,33.8028,-118.0144,33.80295,-118.01218,33.80295,-118.01272
424,4010 N Harbor Blvd,Fullerton,CA,92835,33.9180779,-117.932711,33.9176654,-117.9329051,33.91215048,-117.9313427,33.912,-117.9314,33.91232,-117.931496,33.91336,-117.93213
425,9917 Chapman Ave,Garden Grove,CA,92841,33.7889875,-117.959978,33.78889,-117.95997,33.7896039,-117.9620778,33.78960419,-117.9620743,33.788586,-117.9603,33.78858,-117.95657
426,21532 Brookhurst St,Huntington Beach,CA,92646,33.6499399,-117.9530682,33.6499499,-117.95302,33.6497991,-117.9532329,33.64979935,-117.9532318,,,33.64934,-117.95351
427,19125 Goldenwest St,Huntington Beach,CA,92648,33.6848224,-118.0065776,33.68484,-118.00653,33.68495038,-118.0063801,33.685,-118.0063,33.68481,-118.006294,33.68571,-118.0063
428,17971 MacArthur Blvd,Irvine,CA,92614,33.6860328,-117.8556169,33.68606,-117.85558,33.6860513,-117.8556005,33.68605042,-117.8555984,33.688236,-117.85373,33.68723,-117.85434
429,6500 Irvine Center Dr,Irvine,CA,92618,33.6695459,-117.7652749,33.669958,-117.7654244,33.6695006,-117.7653213,33.66950226,-117.7653198,33.670235,-117.76541,33.67019,-117.76534
430,4770 Irvine Blvd,Irvine,CA,92620,33.7134683,-117.7603809,33.71356,-117.76043,33.71378581,-117.7601991,33.71355438,-117.7604294,33.7138,-117.76007,,
431,6324 Irvine Blvd,Irvine,CA,92620,33.695686,-117.7411775,33.699864,-117.7405261,33.6956682,-117.7412081,33.69566727,-117.7412109,33.697723,-117.73685,,
432,5012 La Palma Ave,La Palma,CA,90623,33.8458787,-118.0454814,33.84596,-118.0456,33.84620962,-118.0455183,33.84595871,-118.0456085,33.846294,-118.04545,33.8463,-118.04505
433,28022 La Paz Rd,Laguna Niguel,CA,92677,33.5561059,-117.7092505,33.5558574,-117.7096427,33.55695277,-117.7093558,33.55687901,-117.7092628,33.5569,-117.70948,33.55643,-117.70968
434,31181 Niguel Rd,Laguna Niguel,CA,92677,33.5094163,-117.7085861,33.5089229,-117.7083595,33.5093611,-117.7088053,33.50936127,-117.7088089,33.507206,-117.707825,33.50761,-117.70788
435,20552 Lake Forest Dr,Lake Forest,CA,92630,33.6639451,-117.6656458,33.6636656,-117.666257,33.64586889,-117.687895,33.64629462,-117.688102,33.645912,-117.687996,33.64575,-117.68835
